P	chr1	0	0	0
P	chr1	1	0	0
P	chr1	2	0	0
P	chr1	3	0	0
P	chr1	4	0	0
P	chr1	5	0	0
P	chr1	6	0	0
P	chr1	7	1	1
P	chr1	8	2	2
P	chr1	9	3	3
P	chr1	10	4	4
P	chr1	11	5	5
P	chr1	12	6	6
P	chr1	13	7	7
P	chr1	14	8	8
P	chr1	15	9	9
P	chr1	16	10	10
P	chr1	17	11	11
P	chr1	18	12	12
P	chr1	19	13	13
P	chr1	20	14	14
P	chr1	21	15	15
P	chr1	22	16	16
P	chr1	23	17	17
P	chr1	24	18	18
P	chr1	25	19	19
P	chr1	26	20	20
P	chr1	27	21	21
P	chr1	28	22	22
P	chr1	29	23	23
P	chr1	30	24	24
P	chr1	31	25	25
P	chr1	32	26	26
P	chr1	33	27	27
P	chr1	34	28	28
P	chr1	35	29	29
P	chr1	36	30	30
P	chr1	37	31	31
P	chr1	38	32	32
P	chr1	39	33	33
P	chr1	40	34	34
P	chr1	41	35	35
P	chr1	42	36	36
P	chr1	43	37	37
P	chr1	44	38	38
P	chr1	45	39	39
P	chr1	46	40	40
P	chr1	47	41	41
P	chr1	48	42	42
P	chr1	49	43	43
P	chr1	50	44	44
P	chr1	51	45	45
P	chr1	52	46	46
P	chr1	53	47	47
P	chr1	54	48	48
P	chr1	55	49	49
P	chr1	56	50	50
P	chr1	57	51	51
P	chr1	58	52	52
P	chr1	59	53	53
P	chr1	60	54	54
P	chr1	61	55	55
P	chr1	62	56	56
P	chr1	63	57	57
P	chr1	64	58	58
P	chr1	65	59	59
P	chr1	66	60	60
P	chr1	67	61	61
P	chr1	68	62	62
P	chr1	69	63	63
P	chr1	70	64	64
P	chr1	71	65	65
P	chr1	72	66	66
P	chr1	73	67	67
P	chr1	74	68	68
P	chr1	75	69	69
P	chr1	76	70	70
P	chr1	77	71	71
P	chr1	78	72	72
P	chr1	79	73	73
P	chr1	80	74	74
P	chr1	81	75	75
P	chr1	82	76	76
P	chr1	83	77	77
P	chr1	84	78	78
P	chr1	85	79	79
P	chr1	86	80	80
P	chr1	87	81	81
P	chr1	88	82	82
P	chr1	89	83	83
P	chr1	90	84	84
P	chr1	91	85	85
P	chr1	92	86	86
P	chr1	93	87	87
P	chr1	94	88	88
P	chr1	95	89	89
P	chr1	96	90	90
P	chr1	97	91	91
P	chr1	98	92	92
P	chr1	99	93	93
P	chr1	100	94	94
P	chr1	101	95	95
P	chr1	102	96	96
P	chr1	103	97	97
P	chr1	104	98	98
P	chr1	105	99	99
P	chr1	106	100	100
P	chr1	107	101	101
P	chr1	108	102	102
P	chr1	109	103	103
P	chr1	110	104	104
P	chr1	111	105	105
P	chr1	112	106	106
P	chr1	113	107	107
P	chr1	114	108	108
P	chr1	115	109	109
P	chr1	116	110	110
P	chr1	117	111	111
P	chr1	118	112	112
P	chr1	119	113	113
P	chr1	120	114	114
P	chr1	121	115	115
P	chr1	122	116	116
P	chr1	123	117	117
P	chr1	124	118	118
P	chr1	125	119	119
P	chr1	126	120	120
P	chr1	127	121	121
P	chr1	128	122	122
P	chr1	129	123	123
P	chr1	130	124	124
P	chr1	131	125	125
P	chr1	132	126	126
P	chr1	133	127	127
P	chr1	134	128	128
P	chr1	135	129	129
P	chr1	136	130	130
P	chr1	137	131	131
P	chr1	138	132	132
P	chr1	139	133	133
P	chr1	140	134	134
P	chr1	141	135	135
P	chr1	142	136	136
P	chr1	143	137	137
P	chr1	144	138	138
P	chr1	145	139	139
P	chr1	146	140	140
P	chr1	147	141	141
P	chr1	148	142	142
P	chr1	149	143	143
P	chr1	150	144	144
P	chr1	151	145	145
P	chr1	152	146	146
P	chr1	153	147	147
P	chr1	154	148	148
P	chr1	155	149	149
P	chr1	156	150	150
P	chr1	157	151	151
P	chr1	158	152	152
P	chr1	159	153	153
P	chr1	160	154	154
P	chr1	161	155	155
P	chr1	162	156	156
P	chr1	163	157	157
P	chr1	164	158	158
P	chr1	165	159	159
P	chr1	166	160	160
P	chr1	167	161	161
P	chr1	168	162	162
P	chr1	169	163	163
P	chr1	170	164	164
P	chr1	171	165	165
P	chr1	172	166	166
P	chr1	173	167	167
P	chr1	174	168	168
P	chr1	175	169	169
P	chr1	176	170	170
P	chr1	177	171	171
P	chr1	178	172	172
P	chr1	179	173	173
P	chr1	180	174	174
P	chr1	181	175	175
P	chr1	182	176	176
P	chr1	183	177	177
P	chr1	184	178	178
P	chr1	185	179	179
P	chr1	186	180	180
P	chr1	187	181	181
P	chr1	188	182	182
P	chr1	189	183	183
P	chr1	190	184	184
P	chr1	191	185	185
P	chr1	192	186	186
P	chr1	193	187	187
P	chr1	194	188	188
P	chr1	195	189	189
P	chr1	196	190	190
P	chr1	197	191	191
P	chr1	198	192	192
P	chr1	199	193	193
P	chr1	200	194	194
P	chr1	201	195	195
P	chr1	202	196	196
P	chr1	203	197	197
P	chr1	204	198	198
P	chr1	205	199	199
